total_loan,year_of_loan,interest,monthly_payment,house_exist,censor_status,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault
5890.909091,3.0,16.78,255.92,2.0,0.0,4.0,164.0,20.0,23.29363636,0.0,725.4545455,906.8181818,13.0,0.0,0.0,12324.23077,78.83076923,0.0,0.0,22424.0,1.0,5.0,0.0,27.0,8.0,3.0,0.0,1061.0,0.0,0.0
10000.0,5.0,8.541,209.97,1.0,1.0,0.0,412.0,13.0,14.49818182,0.0,727.2727273,909.0909091,16.0,0.0,0.0,49911.0,7.8,1.0,0.0,0.0,1.0,5.0,0.0,4.0,29.0,17.0,0.0,0.0,0.0,1.0
11454.54545,5.0,28.38,417.52,0.0,2.0,6.0,109.0,21.0,7.928181818,3.0,556.3636364,649.0909091,11.0,1.0,1.0,3013.0,46.96153846,1.0,0.0,7.0,1.0,4.0,0.0,22.0,6.0,4.0,0.0,1848.0,184.8,0.0
20000.0,3.0,6.606,620.66,1.0,1.0,5.0,484.0,21.0,11.36363636,0.0,640.9090909,747.7272727,5.0,0.0,0.0,1375.384615,7.107692308,1.0,0.0,6.0,1.0,3.0,0.0,28.0,3.0,2.0,3.0,1004.0,100.4,0.0
21272.72727,3.0,12.69,603.81,1.0,1.0,0.0,145.0,8.0,32.96727273,0.0,593.1818182,741.4772727,8.0,0.0,0.0,1508.076923,20.67692308,1.0,0.0,0.0,1.0,4.0,0.0,8.0,4.0,3.0,0.0,0.0,0.0,1.0
2400.0,3.0,17.091,80.64,1.0,1.0,2.0,25.0,13.0,20.47636364,0.0,540.0,585.0,8.0,0.0,0.0,5378.076923,86.03076923,0.0,0.0,2.0,1.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0
12000.0,3.0,13.189,398.52,0.0,0.0,0.0,234.0,42.0,10.82181818,0.0,552.2727273,644.3181818,13.0,0.0,0.0,20358.15385,86.7,0.0,0.0,0.0,1.0,10.0,0.0,1.0,24.0,16.0,0.0,1851.0,0.0,0.0
19200.0,3.0,14.3,659.02,1.0,1.0,0.0,109.0,21.0,8.239090909,0.0,604.5454545,654.9242424,8.0,0.0,0.0,16178.07692,76.24615385,1.0,0.0,38.0,1.0,6.0,0.0,7.0,12.0,5.0,0.0,188.0,0.0,0.0
2727.272727,3.0,15.813,107.82,0.0,1.0,5.0,10.0,8.0,35.34545455,2.0,609.0909091,761.3636364,10.0,0.0,0.0,12852.0,47.90769231,0.0,0.0,6.0,1.0,5.0,0.0,12.0,14.0,7.0,0.0,0.0,0.0,1.0
16545.45455,5.0,13.519,313.48,0.0,0.0,0.0,314.0,0.0,32.08363636,0.0,680.0,793.3333333,18.0,0.0,0.0,7417.0,50.65384615,0.0,0.0,0.0,1.0,5.0,0.0,15.0,25.0,17.0,4.0,2047.0,614.1,0.0
6450.0,3.0,13.014,221.89,0.0,1.0,0.0,281.0,2.0,26.89090909,0.0,695.0,752.9166667,16.0,2.0,2.0,11484.30769,21.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,30.0,15.0,3.0,1233.0,369.9,0.0
17727.27273,3.0,8.091,476.93,1.0,0.0,0.0,177.0,26.0,3.15,0.0,640.9090909,747.7272727,5.0,0.0,0.0,4666.0,55.24615385,0.0,0.0,0.0,1.0,4.0,0.0,6.0,5.0,3.0,3.0,2709.0,270.9,0.0
41363.63636,3.0,20.075,1269.73,0.0,2.0,4.0,339.0,26.0,9.41,0.0,568.6363636,616.0227273,15.0,0.0,0.0,61622.61538,75.13846154,1.0,0.0,0.0,1.0,5.690486213428752,0.0014220083132793699,8.467796253420332,14.659019153862344,8.098084613765524,3.0,6811.0,2043.3,0.0
27272.72727,3.0,6.363,772.73,1.0,0.0,4.0,4.0,3.0,26.72,0.0,609.5454545,711.1363636,11.0,0.0,0.0,19027.0,37.29230769,0.0,0.0,4.0,1.0,8.0,0.0,12.0,13.0,5.0,3.0,5097.0,0.0,0.0
30659.09091,5.0,28.479,1007.55,1.0,2.0,4.0,124.0,13.0,17.68909091,0.0,552.2727273,644.3181818,19.0,0.0,0.0,42813.07692,98.42307692,1.0,0.0,4.0,1.0,13.0,0.0,3.0,23.0,11.0,5.0,12591.0,2518.2,0.0
13636.36364,3.0,17.919,529.51,2.0,2.0,0.0,89.0,3.0,22.74545455,0.0,552.2727273,644.3181818,25.0,5.0,1.0,15487.0,44.03076923,1.0,0.0,4543.0,1.0,13.0,0.0,10.0,27.0,11.0,0.0,1989.0,596.7,0.0
6818.181818,3.0,14.09,213.89,1.0,0.0,0.0,108.0,21.0,17.90909091,0.0,556.3636364,695.4545455,9.0,0.0,0.0,11528.07692,80.33846154,1.0,0.0,0.0,1.0,5.690486213428752,0.0014220083132793699,8.467796253420332,14.659019153862344,8.098084613765524,0.0,0.0,0.0,1.0
2181.818182,3.0,10.989,64.53,1.0,1.0,3.0,31.0,2.0,12.58363636,0.0,660.0,770.0,4.0,1.0,1.0,3625.384615,87.87692308,0.0,0.0,3.0,1.0,2.0,0.0,2.0,5.0,4.0,0.0,959.0,191.8,0.0
22827.27273,5.0,17.271,726.67,1.0,1.0,0.0,193.0,13.0,18.04909091,0.0,796.3636364,862.7272727,6.0,0.0,0.0,25276.46154,86.6,0.0,0.0,0.0,1.0,3.0,0.0,3.0,12.0,8.0,0.0,11507.0,2301.4,0.0
17290.90909,3.0,15.389,541.64,1.0,1.0,0.0,141.0,13.0,16.07727273,0.0,560.4545455,700.5681818,11.0,0.0,0.0,17480.30769,87.8,1.0,0.0,39.0,1.0,5.690486213428752,0.0014220083132793699,8.467796253420332,14.659019153862344,8.098084613765524,3.0,1499.0,299.8,0.0
31818.18182,3.0,23.089,1318.45,0.0,2.0,0.0,832.0,24.0,27.89,1.0,758.1818182,884.5454545,11.0,0.0,0.0,7359.692308,82.70769231,0.0,0.0,0.0,1.0,2.0,0.0,40.0,7.0,6.0,0.0,0.0,0.0,1.0
9818.181818,5.0,16.02,291.95,0.0,2.0,0.0,19.0,14.0,11.1,2.0,618.1818182,721.2121212,15.0,1.0,1.0,19130.0,52.0,0.0,0.0,0.0,1.0,10.0,0.0,4.0,11.0,5.0,0.0,133.0,0.0,0.0
10000.0,5.0,12.39,224.43,1.0,2.0,0.0,57.0,9.0,1.611818182,0.0,818.1818182,886.3636364,4.0,0.0,0.0,4951.692308,19.29230769,1.0,0.0,0.0,1.0,3.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0
11818.18182,3.0,7.362,314.2,0.0,1.0,4.0,386.0,19.0,15.03,3.0,720.0,900.0,14.0,0.0,0.0,16078.46154,61.6,0.0,0.0,4.0,1.0,10.0,0.0,6.0,21.0,16.0,3.0,4772.0,1431.6,0.0
13636.36364,5.0,15.381,373.52,1.0,1.0,0.0,33.0,22.0,28.04727273,1.0,609.0909091,659.8484848,13.0,0.0,0.0,23708.46154,75.4,0.0,0.0,0.0,1.0,6.0,0.0,11.0,14.0,11.0,0.0,4319.0,1295.7,0.0
10000.0,3.0,5.841,306.45,1.0,1.0,4.0,53.0,19.0,9.927272727,0.0,741.8181818,803.6363636,5.0,0.0,0.0,11300.76923,55.47692308,1.0,0.0,4.0,1.0,1.0,0.0,13.0,15.0,7.0,0.0,2520.0,756.0,0.0
8200.0,3.0,18.49,298.47,1.0,0.0,5.0,107.0,30.0,15.70909091,0.0,736.3636364,859.0909091,8.0,0.0,0.0,9710.0,82.96153846,1.0,0.0,6.0,1.0,3.0,0.0,6.0,5.0,4.0,3.0,2715.0,814.5,0.0
19636.36364,5.0,19.03,622.97,2.0,0.0,0.0,724.0,2.0,31.85454545,1.0,613.6363636,767.0454545,14.0,0.0,0.0,23505.0,74.76923077,0.0,0.0,0.0,1.0,9.0,0.0,16.0,17.0,5.0,5.0,9289.0,1857.8,0.0
40000.0,5.0,11.358,902.37,0.0,2.0,0.0,186.0,9.0,10.14,1.0,758.1818182,947.7272727,15.0,0.0,0.0,43386.46154,57.41538462,0.0,0.0,0.0,1.0,10.0,0.0,8.0,16.0,10.0,3.0,10873.0,2174.6,0.0
15000.0,3.0,12.897,515.08,0.0,2.0,0.0,73.0,23.0,4.309090909,0.0,636.3636364,742.4242424,7.0,0.0,0.0,3010.384615,28.4,0.0,0.0,710.0,1.0,3.0,0.0,10.0,11.0,6.0,3.0,879.0,87.9,0.0
22909.09091,5.0,15.426,697.99,2.0,1.0,0.0,376.0,43.0,15.65181818,0.0,540.0,675.0,13.0,1.0,1.0,24635.07692,61.10769231,0.0,0.0,0.0,1.0,10.0,0.0,6.0,35.0,16.0,0.0,0.0,0.0,1.0
27181.81818,5.0,22.55,615.78,0.0,2.0,0.0,566.0,30.0,18.24,1.0,540.0,630.0,11.0,0.0,0.0,17192.0,72.27692308,1.0,0.0,193.0,1.0,6.0,0.0,6.0,14.0,5.0,0.0,554.0,55.4,0.0
13090.90909,5.0,12.089,260.85,0.0,1.0,0.0,539.0,42.0,7.614545455,0.0,774.5454545,968.1818182,18.0,0.0,0.0,23170.38462,58.4,0.0,0.0,0.0,1.0,14.0,0.0,6.0,16.0,9.0,5.0,4275.0,0.0,0.0
10909.09091,3.0,13.959,335.45,0.0,2.0,4.0,323.0,12.0,20.75454545,0.0,705.0,763.75,15.0,0.0,0.0,19332.69231,65.53846154,0.0,0.0,4.0,1.0,10.0,0.0,2.0,19.0,2.0,0.0,2291.0,687.3,0.0
25000.0,5.0,12.69,564.87,0.0,0.0,4.0,286.0,16.0,15.17,0.0,763.6363636,954.5454545,11.0,0.0,0.0,28133.07692,72.09230769,0.0,0.0,4.0,1.0,6.0,0.0,6.0,15.0,7.0,0.0,0.0,0.0,1.0
4000.0,3.0,13.959,134.18,1.0,0.0,0.0,471.0,42.0,12.71818182,3.0,720.0,900.0,15.0,0.0,0.0,4480.384615,22.96153846,1.0,0.0,0.0,1.0,5.0,0.0,7.0,18.0,6.0,2.0,103.0,20.6,0.0
6545.454545,3.0,5.32,180.69,0.0,0.0,0.0,171.0,8.0,11.46,0.0,663.6363636,829.5454545,8.0,0.0,0.0,13155.69231,40.98461538,0.0,0.0,0.0,1.0,5.0,0.0,4.0,13.0,6.0,3.0,741.0,148.2,0.0
5377.272727,3.0,8.991,146.8,1.0,2.0,4.0,5.0,4.0,20.28,0.0,560.4545455,653.8636364,18.0,0.0,0.0,4314.461538,64.0,0.0,0.0,4.0,1.0,3.0,0.0,16.0,4.0,2.0,3.0,896.0,268.8,0.0
18181.81818,5.0,14.52,470.78,0.0,2.0,5.0,296.0,5.0,14.34545455,0.0,730.9090909,791.8181818,6.0,0.0,0.0,13002.76923,48.56923077,0.0,0.0,6.0,1.0,3.0,0.0,3.0,6.0,3.0,4.0,4355.0,435.5,0.0
14000.0,5.0,15.291,382.65,0.0,0.0,0.0,147.0,26.0,16.22454545,0.0,758.1818182,821.3636364,9.0,0.0,0.0,17234.0,34.38461538,0.0,0.0,0.0,1.0,6.0,0.0,15.0,10.0,5.0,1.0,3522.0,704.4,0.0
21479.54545,5.0,24.189,501.88,0.0,2.0,0.0,341.0,14.0,30.87,1.0,572.7272727,715.9090909,15.0,0.0,0.0,26802.46154,71.07692308,1.0,0.0,0.0,1.0,6.0,0.0,30.0,20.0,8.0,1.0,3285.0,985.5,0.0
5000.0,3.0,11.061,166.77,0.0,1.0,0.0,234.0,42.0,10.44545455,0.0,548.1818182,685.2272727,9.0,0.0,0.0,6116.538462,75.7,0.0,0.0,0.0,1.0,5.0,0.0,6.0,13.0,8.0,0.0,0.0,0.0,1.0
11818.18182,3.0,12.99,336.9,1.0,1.0,0.0,355.0,18.0,36.29454545,0.0,730.9090909,913.6363636,12.0,0.0,0.0,6218.0,69.03076923,1.0,0.0,0.0,1.0,6.0,0.0,11.0,6.0,3.0,0.0,0.0,0.0,1.0
16363.63636,3.0,13.739,602.08,0.0,2.0,4.0,104.0,23.0,35.34,0.0,685.0,856.25,15.0,0.0,0.0,24157.0,51.69230769,1.0,0.0,4.0,1.0,13.0,0.0,7.0,20.0,11.0,0.0,0.0,0.0,0.0
11045.45455,3.0,9.675,440.38,1.0,1.0,0.0,32.0,21.0,7.461818182,0.0,720.0,840.0,5.0,0.0,0.0,8966.0,47.2,1.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0
14727.27273,3.0,12.303,612.32,1.0,1.0,5.0,51.0,13.0,8.86,0.0,741.8181818,803.6363636,7.0,0.0,0.0,13003.0,89.1,1.0,0.0,6.0,1.0,5.0,0.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0
13636.36364,3.0,6.651,465.84,0.0,0.0,0.0,40.0,11.0,18.39272727,0.0,785.4545455,981.8181818,9.0,0.0,0.0,27484.15385,48.46153846,0.0,0.0,0.0,1.0,4.0,0.0,22.0,8.0,4.0,0.0,0.0,0.0,0.0
10909.09091,3.0,19.547,360.38,1.0,2.0,0.0,468.0,0.0,8.68,1.0,660.0,825.0,17.0,1.0,0.0,466.3076923,3.230769231,0.0,0.0,2038.0,1.0,5.0,0.0,7.0,27.0,16.0,0.0,0.0,0.0,0.0
1745.454545,3.0,9.144,51.75,0.0,0.0,0.0,72.0,10.0,21.83,0.0,556.3636364,602.7272727,11.0,0.0,0.0,14278.92308,61.75384615,1.0,0.0,0.0,1.0,4.0,0.0,13.0,16.0,8.0,0.0,0.0,0.0,0.0
9490.909091,3.0,13.882,291.55,1.0,0.0,0.0,103.0,36.0,10.02727273,3.0,618.1818182,721.2121212,12.0,0.0,0.0,3449.538462,16.5,0.0,0.0,0.0,1.0,5.0,0.0,6.0,16.0,9.0,0.0,0.0,0.0,0.0
29454.54545,3.0,7.49,839.75,1.0,1.0,0.0,78.0,19.0,31.59272727,1.0,774.5454545,839.0909091,9.0,0.0,0.0,24518.76923,70.5,0.0,0.0,0.0,1.0,5.0,0.0,4.0,12.0,8.0,0.0,0.0,0.0,0.0
20000.0,3.0,13.49,678.61,0.0,1.0,5.0,75.0,33.0,10.72,1.0,720.0,780.0,14.0,0.0,0.0,8554.0,26.42307692,0.0,0.0,6.0,1.0,6.0,0.0,9.0,19.0,10.0,0.0,0.0,0.0,0.0
1818.181818,3.0,17.171,69.93,1.0,0.0,0.0,231.0,43.0,17.43636364,0.0,556.3636364,695.4545455,10.0,0.0,0.0,15168.0,65.36923077,0.0,0.0,0.0,1.0,5.0,0.0,3.0,13.0,9.0,0.0,0.0,0.0,0.0
19840.90909,5.0,12.705,533.93,0.0,1.0,0.0,641.0,13.0,15.8,0.0,790.9090909,988.6363636,18.0,0.0,0.0,19143.46154,50.4,1.0,0.0,0.0,1.0,5.0,0.0,19.0,12.0,6.0,0.0,0.0,0.0,0.0
7272.727273,3.0,13.99,273.39,1.0,1.0,4.0,79.0,2.0,11.63636364,0.0,552.2727273,598.2954545,18.0,0.0,0.0,10875.84615,33.6,1.0,0.0,4.0,1.0,7.0,0.0,6.0,40.0,16.0,0.0,0.0,0.0,0.0
17727.27273,3.0,11.704,488.53,0.0,0.0,0.0,347.0,14.0,20.22545455,0.0,758.1818182,821.3636364,13.0,0.0,0.0,16875.69231,51.96923077,0.0,0.0,0.0,1.0,7.0,0.0,3.0,15.0,5.0,0.0,0.0,0.0,0.0
18286.36364,3.0,7.9,699.34,1.0,1.0,0.0,353.0,30.0,8.72,0.0,601.3636364,751.7045455,13.0,0.0,0.0,24075.69231,48.69230769,1.0,0.0,0.0,1.0,8.0,0.0,8.0,25.0,10.0,0.0,0.0,0.0,0.0
24627.27273,5.0,10.251,660.32,0.0,2.0,5.0,851.0,49.0,9.403636364,0.0,597.2727273,746.5909091,11.0,0.0,0.0,5379.230769,8.769230769,0.0,0.0,6.0,1.0,4.0,0.0,10.0,11.0,7.0,0.0,0.0,0.0,0.0
12218.18182,5.0,13.99,260.55,0.0,1.0,0.0,421.0,3.0,21.96,0.0,769.0909091,961.3636364,10.0,0.0,0.0,27848.15385,71.6,0.0,0.0,0.0,1.0,5.0,0.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0
18181.81818,5.0,12.303,461.96,0.0,2.0,0.0,197.0,4.0,30.67636364,1.0,736.3636364,859.0909091,9.0,0.0,0.0,31395.0,93.04615385,0.0,0.0,0.0,1.0,4.0,0.0,2.0,11.0,8.0,0.0,0.0,0.0,0.0
16000.0,5.0,20.933,415.32,0.0,1.0,1.0,31.0,2.0,6.06,1.0,730.9090909,791.8181818,7.0,1.0,1.0,2941.076923,45.98461538,1.0,0.0,3343.0,1.0,5.690486213428752,0.0014220083132793699,8.467796253420332,14.659019153862344,8.098084613765524,0.0,0.0,0.0,0.0
11818.18182,3.0,5.616,396.91,2.0,1.0,4.0,33.0,22.0,15.07,0.0,659.0909091,714.0151515,9.0,0.0,0.0,28833.46154,69.0,0.0,0.0,4.0,1.0,5.0,0.0,6.0,19.0,13.0,0.0,0.0,0.0,0.0
16363.63636,3.0,7.49,622.04,0.0,0.0,0.0,30.0,20.0,16.49454545,0.0,622.7272727,726.5151515,19.0,0.0,0.0,24540.0,46.52307692,0.0,0.0,0.0,1.0,11.0,0.0,3.0,26.0,17.0,0.0,0.0,0.0,0.0
5000.0,3.0,6.534,154.99,0.0,1.0,0.0,35.0,14.0,17.91818182,0.0,622.7272727,674.6212121,15.0,0.0,0.0,4460.615385,13.9,0.0,0.0,0.0,1.0,7.0,0.0,4.0,18.0,10.0,0.0,0.0,0.0,0.0
21818.18182,3.0,9.17,765.1,2.0,0.0,0.0,373.0,13.0,21.57,0.0,700.0,816.6666667,10.0,0.0,0.0,44736.46154,71.63076923,1.0,0.0,0.0,1.0,7.0,0.0,6.0,12.0,9.0,0.0,0.0,0.0,0.0
5236.363636,3.0,14.839,162.87,1.0,1.0,3.0,50.0,13.0,9.063636364,0.0,665.0,831.25,5.0,0.0,0.0,7137.846154,95.53846154,0.0,0.0,3.0,1.0,3.0,0.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0
4545.454545,3.0,9.449,158.05,0.0,2.0,0.0,81.0,15.0,10.51636364,0.0,818.1818182,954.5454545,6.0,0.0,0.0,3230.769231,21.9,1.0,0.0,2.0,1.0,3.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0
8563.636364,3.0,19.42,289.42,0.0,2.0,0.0,104.0,23.0,28.04,0.0,556.3636364,602.7272727,21.0,0.0,0.0,20855.69231,63.1,0.0,0.0,0.0,1.0,6.0,0.0,25.0,18.0,13.0,0.0,0.0,0.0,0.0
16711.36364,5.0,15.048,471.88,0.0,2.0,2.0,471.0,42.0,28.34545455,0.0,564.5454545,658.6363636,15.0,1.0,1.0,16382.15385,59.2,1.0,0.0,35025.0,1.0,8.0,0.0,13.0,17.0,7.0,0.0,0.0,0.0,1.0
14181.81818,3.0,10.923,419.05,1.0,0.0,4.0,63.0,14.0,21.93545455,0.0,544.0909091,634.7727273,18.0,0.0,0.0,18239.07692,87.8,0.0,0.0,4.0,1.0,5.0,0.0,33.0,9.0,7.0,0.0,0.0,0.0,0.0
1713.636364,3.0,14.09,49.63,0.0,0.0,2.0,548.0,36.0,15.19636364,1.0,627.2727273,679.5454545,8.0,0.0,0.0,7953.461538,57.4,0.0,0.0,5.0,1.0,7.0,0.0,14.0,18.0,11.0,0.0,0.0,0.0,0.0
3072.727273,3.0,17.86,93.82,1.0,0.0,0.0,103.0,36.0,21.33636364,0.0,725.0,785.4166667,10.0,0.0,0.0,1970.0,22.61538462,0.0,0.0,0.0,1.0,3.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0
8000.0,3.0,12.639,263.78,2.0,2.0,0.0,36.0,13.0,25.29818182,7.0,600.0,650.0,13.0,1.0,1.0,4546.153846,83.65384615,1.0,0.0,0.0,1.0,5.0,0.0,14.0,9.0,5.0,0.0,0.0,0.0,1.0
33090.90909,5.0,15.389,651.37,1.0,0.0,0.0,134.0,8.0,13.92727273,2.0,785.4545455,981.8181818,18.0,0.0,0.0,14871.0,27.11538462,0.0,0.0,0.0,1.0,8.0,0.0,5.0,36.0,21.0,0.0,0.0,0.0,1.0
28636.36364,3.0,11.99,1162.34,1.0,2.0,0.0,104.0,23.0,15.01363636,0.0,609.0909091,761.3636364,18.0,0.0,0.0,45789.69231,71.3,1.0,0.0,0.0,1.0,10.0,0.0,10.0,27.0,18.0,0.0,0.0,0.0,1.0
10909.09091,3.0,21.692,370.22,0.0,2.0,4.0,172.0,13.0,29.60909091,0.0,604.5454545,755.6818182,10.0,0.0,0.0,5714.0,87.92307692,0.0,0.0,42302.0,1.0,7.0,0.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0
18181.81818,5.0,26.213,573.39,0.0,2.0,0.0,232.0,13.0,10.59090909,3.0,741.8181818,865.4545455,9.0,0.0,0.0,13671.53846,75.1,1.0,0.0,0.0,1.0,5.0,0.0,5.0,12.0,9.0,3.0,9181.0,918.1,0.0
35000.0,5.0,15.389,814.21,1.0,1.0,0.0,48.0,10.0,6.318181818,0.0,604.5454545,755.6818182,16.0,0.0,0.0,19206.92308,59.2,0.0,0.0,0.0,1.0,12.0,0.0,9.0,18.0,15.0,0.0,0.0,0.0,1.0
11818.18182,3.0,13.255,332.39,1.0,1.0,0.0,290.0,18.0,21.14181818,0.0,660.0,825.0,9.0,1.0,1.0,8724.153846,65.58461538,1.0,0.0,0.0,1.0,4.0,0.0,20.0,5.0,2.0,0.0,0.0,0.0,1.0
6325.0,3.0,28.93,255.86,1.0,2.0,5.0,32.0,21.0,20.02909091,0.0,823.6363636,960.9090909,4.0,0.0,0.0,915.0,45.92307692,1.0,0.0,6.0,1.0,2.0,0.0,1.0,3.0,3.0,0.0,120.0,0.0,0.0
8700.0,3.0,15.813,286.6,1.0,0.0,5.0,238.0,22.0,24.50181818,0.0,736.3636364,920.4545455,8.0,1.0,1.0,2799.692308,58.0,0.0,0.0,6.0,1.0,5.0,0.0014220083132793699,6.0,10.0,6.0,3.0,424.0,127.2,0.0
23636.36364,5.0,14.49,470.47,0.0,2.0,0.0,4.0,3.0,26.78181818,1.0,540.0,630.0,12.0,1.0,1.0,18666.92308,55.47692308,0.0,0.0,0.0,1.0,7.0,0.0,4.0,17.0,8.0,0.0,0.0,0.0,1.0
10000.0,3.0,11.061,333.53,1.0,1.0,3.0,17.0,13.0,3.654545455,0.0,540.0,585.0,6.0,0.0,0.0,4667.307692,55.89230769,0.0,0.0,3.0,1.0,5.0,0.0,0.0,13.0,13.0,3.0,4128.0,0.0,0.0
22727.27273,3.0,12.99,842.23,0.0,1.0,1.0,314.0,0.0,14.56363636,0.0,845.4545455,915.9090909,13.0,0.0,0.0,33147.69231,35.0,0.0,0.0,44.0,1.0,5.0,0.0,3.0,12.0,7.0,1.0,4849.0,1454.7,0.0
3325.0,3.0,9.81,108.7,0.0,1.0,0.0,367.0,45.0,40.96363636,0.0,763.6363636,890.9090909,13.0,0.0,0.0,20333.0,52.89230769,0.0,0.0,0.0,1.0,7.0,0.0,5.0,16.0,9.0,0.0,725.0,72.5,0.0
5672.727273,3.0,12.74,161.14,1.0,2.0,4.0,157.0,8.0,5.690909091,0.0,627.2727273,731.8181818,7.0,3.0,0.0,11841.0,44.4,1.0,0.0,4.0,1.0,3.0,0.0,3.0,9.0,5.0,1.0,789.0,0.0,0.0
41363.63636,3.0,14.661,1235.52,0.0,2.0,0.0,143.0,8.0,3.501818182,0.0,695.0,868.75,3.0,0.0,0.0,30451.15385,96.0,1.0,0.0,106.0,1.0,2.0,0.0,0.0,5.0,2.0,3.0,10115.0,0.0,0.0
12000.0,5.0,24.629,367.51,2.0,1.0,0.0,171.0,8.0,19.99636364,0.0,840.0,980.0,11.0,0.0,0.0,9072.0,13.03076923,0.0,0.0,0.0,1.0,7.0,0.0,3.0,11.0,9.0,5.0,3248.0,649.6,0.0
11818.18182,3.0,17.622,351.67,1.0,1.0,4.0,785.0,38.0,29.42181818,0.0,604.5454545,705.3030303,8.0,0.0,0.0,13715.76923,73.12307692,0.0,0.0,4.0,1.0,5.0,0.0,5.0,7.0,4.0,0.0,0.0,0.0,1.0
8372.727273,3.0,16.074,276.94,1.0,1.0,0.0,195.0,38.0,34.42727273,0.0,544.0909091,589.4318182,14.0,0.0,0.0,11199.23077,74.1,0.0,0.0,0.0,1.0,9.0,0.0,10.0,16.0,6.0,2.0,1028.0,102.8,0.0
6545.454545,3.0,8.991,258.1,0.0,2.0,2.0,267.0,27.0,17.63181818,2.0,622.7272727,674.6212121,6.0,0.0,0.0,15988.0,88.26923077,1.0,0.0,94.0,1.0,2.0,0.0,29.0,5.0,4.0,3.0,715.0,0.0,0.0
15000.0,3.0,25.82,602.93,0.0,2.0,2.0,483.0,3.0,36.05,0.0,710.0,769.1666667,11.0,1.0,1.0,16772.30769,49.1,1.0,0.0,5.0,1.0,7.0,0.0,7.0,14.0,8.0,3.0,6836.0,2050.8,0.0
6000.0,3.0,6.03,182.62,1.0,0.0,4.0,51.0,13.0,9.0,0.0,568.6363636,710.7954545,12.0,0.0,0.0,5730.307692,34.15384615,1.0,0.0,4.0,1.0,2.0,0.0,32.0,8.0,7.0,1.0,2501.0,750.3,0.0
24000.0,3.0,11.39,790.17,0.0,1.0,0.0,91.0,7.0,22.2,0.0,680.0,850.0,14.0,0.0,0.0,22845.0,59.6,1.0,0.0,0.0,1.0,11.0,0.0,4.0,13.0,8.0,3.0,11055.0,0.0,0.0
6327.272727,3.0,7.24,179.73,0.0,0.0,0.0,360.0,0.0,8.192727273,0.0,645.4545455,806.8181818,12.0,1.0,1.0,5907.0,48.89230769,1.0,0.0,0.0,1.0,4.0,0.0,10.0,17.0,7.0,0.0,612.0,122.4,0.0
11454.54545,3.0,6.741,435.43,0.0,1.0,0.0,356.0,32.0,12.27272727,1.0,560.4545455,653.8636364,19.0,0.0,0.0,17014.15385,62.46153846,0.0,1.0,0.0,1.0,3.0,0.0,15.0,13.0,12.0,3.0,6671.0,1334.2,0.0
4181.818182,3.0,6.49,140.97,0.0,0.0,8.0,455.0,13.0,13.54909091,0.0,867.2727273,1084.090909,18.0,0.0,0.0,3214.0,6.0,1.0,0.0,9.0,1.0,6.0,0.0,11.0,21.0,12.0,0.0,1995.0,199.5,0.0
26181.81818,3.0,8.69,750.97,0.0,2.0,4.0,104.0,23.0,12.69818182,0.0,705.0,763.75,10.0,0.0,0.0,36270.0,49.56923077,1.0,0.0,4.0,1.0,5.0,0.0,4.0,15.0,11.0,0.0,3964.0,792.8,0.0
11818.18182,3.0,11.061,333.53,0.0,0.0,0.0,500.0,27.0,18.03272727,0.0,544.0909091,589.4318182,9.0,0.0,0.0,12484.0,77.42307692,0.0,0.0,0.0,1.0,5.0,0.0,1.0,9.0,4.0,3.0,1583.0,316.6,0.0
16581.81818,3.0,15.813,546.25,1.0,1.0,0.0,143.0,8.0,39.04,0.0,725.4545455,906.8181818,10.0,0.0,0.0,53755.69231,82.24615385,1.0,0.0,0.0,1.0,9.0,0.0,4.0,15.0,7.0,0.0,915.0,0.0,0.0
21818.18182,3.0,11.858,652.7,0.0,1.0,0.0,99.0,8.0,10.61454545,1.0,552.2727273,690.3409091,12.0,0.0,0.0,4924.769231,31.96153846,0.0,0.0,0.0,1.0,6.0,0.0,8.0,8.0,2.0,3.0,4145.0,1243.5,0.0
6545.454545,3.0,10.296,197.69,0.0,0.0,2.0,690.0,2.0,32.88,2.0,613.6363636,715.9090909,11.0,0.0,0.0,10208.15385,35.96923077,1.0,0.0,5.0,1.0,5.0,0.0,5.0,14.0,7.0,2.0,280.0,56.0,0.0
